AHU|Cherif Al Idrissi Airport|35.1771|-3.8395
TTU|Sania Ramel Airport|35.5943|-5.32
TNG|Tangier Ibn Battuta Airport|35.7317|-5.9215
DSS|Blaise Diagne International Airport|14.6709|-17.0728
ZIG|Ziguinchor Airport|12.5556|-16.2833
CSK|Cap Skirring Airport|12.3953|-16.748
KLC|Kaolack Airport|14.1469|-16.0513
DKR|Léopold Sédar Senghor International Airport|14.7423|-17.4792
MAX|Ouro Sogui Airport|15.5936|-13.3228
XLS|Saint Louis Airport|16.0498|-16.461
BXE|Bakel Airport|14.8473|-12.4683
KGG|Kédougou Airport|12.5723|-12.2203
TUD|Tambacounda Airport|13.7368|-13.6531
NKC|Nouakchott–Oumtounsy International Airport|18.31|-15.9697
ATR|Atar International Airport|20.5058|-13.0437
NDB|Nouadhibou International Airport|20.9324|-17.0302
OUZ|Tazadit Airport|22.7573|-12.4822
GR-0109|(*)Kasteli Hellenic Air Force Base|35.1913|25.3266
CKY|Ahmed Sékou Touré International Airport|9.5769|-13.612
SID|Amílcar Cabral International Airport|16.7414|-22.9494
BVC|Aristides Pereira International Airport|16.1365|-22.8889
MMO|Maio Airport|15.1559|-23.2137
RAI|Nelson Mandela International Airport|14.9411|-23.4847
SNE|Preguiça Airport|16.5889|-24.2841
VXE|Cesaria Evora International Airport|16.8334|-25.0553
ADD|Addis Ababa Bole International Airport|8.9779|38.7993
AMH|Arba Minch Airport|6.0394|37.5905
AXU|Axum Airport|14.1468|38.7728
BJR|Bahir Dar Airport|11.6081|37.3216
DIR|Aba Tenna Dejazmach Yilma International Airport|9.6235|41.855
GMB|Gambela Airport|8.1288|34.5631
GDQ|Gondar Airport|12.5199|37.434
GDE|Gode Airport|5.9351|43.5786
QHR|Harar Meda Airport|8.7163|39.0059
JIJ|Gerad Wilwal International Airport|9.3319|42.9118
BCO|Jinka Airport|5.7497|36.5602
JIM|Jimma Airport|7.6661|36.8166
ABK|Kebri Dahar Airport|6.7326|44.2413
AWA|Hawassa International Airport|7.1006|38.3965
MQX|Mekele Alula Aba Nega Airport|13.4674|39.5335
ASO|Asosa Airport|10.0185|34.5863
BJM|Bujumbura Melchior Ndadaye International Airport|-3.324|29.3185
GID|Gitega Airport|-3.4172|29.9113
BSA|Bender Qassim International Airport|11.2752|49.1392
HGA|Egal International Airport|9.5141|44.0835
BBO|Berbera Airport|10.385|44.9367
KMU|Kismayo Airport|-0.3774|42.4592
MGQ|Aden Adde International Airport|2.0144|45.3047
JIB|Djibouti-Ambouli Airport|11.5473|43.1595
HE16|Birma Air Base|30.8366|30.936
HE28|Gebel El Basur Air Base|30.5405|30.5602
HE32|Al Mansurah Airbase|30.9676|31.4342
HE35|Abu Suwayr Air Base|30.5727|32.0953
RDL|Bardawil International Airport|30.4107|33.1554
HE37|Bilbeis Air Base|30.3949|31.6014
HE42|Quesna Airport|30.579|31.1292
DBB|El Alamein International Airport|30.9243|28.4616
AAC|El Arish International Airport|31.0553|33.828
ATZ|Asyut International Airport|27.046|31.0128
HEAZ|Almaza Air Force Base|30.0917|31.3597
HBE|Alexandria International Airport|30.9325|29.6964
ABS|Abu Simbel Airport|22.3759|31.6117
HEBS|Bani Sweif Air Base|29.2022|31.0135
CAI|Cairo International Airport|30.1115|31.3967
CCE|Capital International Airport|30.0646|31.84
HECW|Cairo West Air Base|30.1164|30.9155
HRG|Hurghada International Airport|27.1768|33.7967
EGH|El Jora Airport|31.0781|34.1531
HEGS|Jiyanklis Air Base|30.8198|30.1912
HEIS|Al Ismailiyya Air Base|30.598|32.2357
LXR|Luxor International Airport|25.671|32.7064
RMF|Marsa Alam International Airport|25.5555|34.5924
MUH|Mersa Matruh International Airport|31.3243|27.2223
PSD|Port Said International Airport|31.2793|32.2406
SKV|Saint Catherine International Airport|28.6843|34.0644
HMB|Suhaj International Airport|26.3425|31.743
SSH|Sharm El Sheikh International Airport|27.9773|34.3947
ASW|Aswan International Airport|23.9611|32.8204
SPX|Sphinx International Airport|30.1082|30.8957
TCP|Taba International Airport|29.5945|34.7758
ASM|Asmara International Airport|15.2919|38.9107
MSW|Massawa International Airport|15.67|39.3701
ASA|Assab International Airport|13.0718|42.645
JUB|Juba International Airport|4.872|31.6011
ASV|Amboseli Airport|-2.6448|37.2529
EDL|Eldoret International Airport|0.4045|35.2389
NBO|Jomo Kenyatta International Airport|-1.3189|36.9282
KIS|Kisumu International Airport|-0.0861|34.7289
KTL|Kitale Airport|0.972|34.9586
LKG|Lokichogio Airport|4.2041|34.3482
LOK|Lodwar Airport|3.122|35.6087
LAU|Manda Airport|-2.2524|40.9129
MYD|Malindi International Airport|-3.2293|40.1017
MBA|Moi International Airport|-4.0348|39.5942
MRE|Mara Serena Lodge Airstrip|-1.4046|35.0083
NUU|Nakuru Lanet Airport|-0.2984|36.1592
NYK|Nanyuki Civil Airport|-0.0624|37.0413
WIL|Nairobi Wilson Airport|-1.3217|36.8148
HKNY|Laikipia Air Base|0.029|37.0252
HKRE|Moi Air Base|-1.2773|36.8623
WJR|Wajir Airport|1.7332|40.0916
HL56|Matan al-Sarra Air Base|21.6877|21.8309
HL68|Bombah Airport|32.4529|23.1186
HL77|Okba Ibn Nafa Air Base|32.4734|11.8979
SRX|Sirt International Airport / Ghardabiya Airbase|31.0586|16.5971
GHT|Ghat Airport|25.1456|10.1426
AKF|Kufra Airport|24.1787|23.314
BEN|Benina International Airport|32.0968|20.2695
MJI|Mitiga International Airport|32.8918|13.2879
LAQ|Al Abraq International Airport|32.789|21.9549
SEB|Sabha Airport|26.9925|14.4662
LMQ|Marsa al Brega Airport|30.3781|19.5764
LTD|Ghadames Airport|30.1455|9.7021
HR-0034|Udbina Airfield|44.5576|15.7744
GYI|Gisenyi Airport|-1.6772|29.2589
KGL|Kigali International Airport|-1.9686|30.1395
KME|Kamembe Airport|-2.4622|28.9079
DOG|Dongola Airport|19.1537|30.4301
HSFA|Paloich Airport|10.5292|32.5006
ELF|El Fasher Airport|13.6149|25.3246
KSL|Kassala Airport|15.3875|36.3288
MWE|Merowe Airport|18.4433|31.8433
UYL|Nyala Airport|12.0535|24.9562
EBD|El-Obeid Airport|13.1532|30.2327
PZU|Port Sudan New International Airport|19.4346|37.2341
HSSG|Sabera Geneina Airport|13.4774|22.5372
KRT|Khartoum International Airport|15.5895|32.5532
MAK|Malakal International Airport|9.5587|31.6519
WUU|Wau Airport|7.7258|27.975
ARK|Arusha Airport|-3.3678|36.6333
DAR|Julius Nyerere International Airport|-6.8735|39.2073
DOD|Dodoma Airport|-6.1706|35.756
MBI|Songwe Airport|-8.9199|33.274
IRI|Iringa Airport|-7.6686|35.7521
JRO|Kilimanjaro International Airport|-3.427|37.0735
LKY|Lake Manyara Airport|-3.3763|35.8183
MYW|Mtwara Airport|-10.3362|40.182
MWZ|Mwanza International Airport|-2.4466|32.936
PMA|Pemba Airport|-5.2573|39.8114
TGT|Tanga Airport|-5.0924|39.0712
ZNZ|Abeid Amani Karume International Airport|-6.222|39.2249
HU-0002|Kalocsa-Foktő Airfield|46.5515|18.9423
RUA|Arua Airport|3.0492|30.9117
EBB|Entebbe International Airport|0.0424|32.4435
ULU|Gulu Airport|2.8056|32.2718
SRT|Soroti Airport|1.7277|33.6228
HZU|Chengdu Huaizhou Airport|30.6773|104.5294
IBL|Indigo Bay Lodge Airport|-21.708|35.4528
DHX|Dhoho International Airport|-7.7495|111.9468
ID-0339|Old Nabire Airport|-3.3686|135.4967
ID-0340|Tabing Airport|-0.875|100.352
ID-0341|Susilo Airport|0.0639|111.4736
UGU|Bilorai Airport|-3.7395|137.0312
AYJ|Maharshi Valmiki International Airport|26.7477|82.1637
SDW|Sindhudurg Airport|16.0026|73.5298
NMI|Navi Mumbai International Airport|18.9846|73.0653
RQY|Rashtrakavi Kuvempu Airport|13.858|75.6189
HGI|Itanagar Donyi Polo Hollongi Airport|26.9668|93.6388
IN-0369|Sant Gadge Baba Yavatmal Airport|20.3958|78.2163
DXN|Noida International Airport|28.1799|77.6118
AHA|Maa Mahamaya Airport|22.9875|83.1961
IQ-0016|H1 New Air Base|33.8163|41.4367
IQ-0017|H2 Air Base|33.3637|40.588
IQ-0018|H3 Air Base|32.9294|39.7451
IQ-0020|H3 Northwest AFB|33.0746|39.5996
IQ-0021|H3 Southwest Air Base|32.7449|39.5996
IQ-0024|Jalibah Southeast Air Base|30.5465|46.6028
IQ-0030|Kut Al Hayy East Air Base|32.1168|46.3822
IQ-0034|Qalat Salih Air Base|31.4566|47.2898
IQ-0039|Rasheed Air Base|33.2793|44.4937
IQ-0040|Ruwayshid Air Base|32.4061|39.1236
IQ-0042|Sahl Sinjar Air Base|35.8593|42.1421
IQ-0045|Samarra East Air Base / Dhuluiya Airport|34.1655|44.2643
IQ-0051|Tal Ashtah New Air Base|35.1397|44.1339
IQ-0054|Tuz Khurmatu Air Base|34.9372|44.4828
IR-0161|Oghab 44 Airbase|28.0482|55.5218
JO-0002|King Feisal Air Base|30.3435|36.1477
BLD|Boulder City Municipal Airport|35.9472|-114.8588
MFH|Mesquite Airport|36.8331|-114.0559
K76F|Van Zandt County Regional Airport|32.6815|-95.9841
K79J|South Alabama Regional At Bill Benton Field Airport|31.3088|-86.3938
ABE|Lehigh Valley International Airport|40.6518|-75.4428
ABI|Abilene Regional Airport|32.4113|-99.6819
ABQ|Albuquerque International Sunport|35.04|-106.6089
ABR|Aberdeen Regional Airport|45.4491|-98.4218
ABY|Southwest Georgia Regional Airport|31.5329|-84.1962
ACK|Nantucket Memorial Airport|41.2531|-70.0602
ACT|Waco Regional Airport|31.6113|-97.2305
ACV|California Redwood Coast-Humboldt County Airport|40.9781|-124.109
ACY|Atlantic City International Airport|39.4562|-74.5775
ADT|Ada Regional Airport|34.8052|-96.672
ADW|Joint Base Andrews|38.8108|-76.867
KAEG|Double Eagle II Airport|35.1452|-106.795
AEX|Alexandria International Airport|31.3258|-92.5467
AFW|Perot Field/Fort Worth Alliance Airport|32.9904|-97.3195
AGC|Allegheny County Airport|40.3544|-79.9302
AGS|Augusta Regional At Bush Field|33.3699|-81.9645
AHN|Athens Ben Epps Airport|33.9488|-83.3256
AIA|Alliance Municipal Airport|42.0525|-102.804
AKC|Akron Fulton International Airport|41.0374|-81.4678
ALB|Albany International Airport|42.7483|-73.8017
ALI|Alice International Airport|27.7409|-98.0269
ALM|Alamogordo White Sands Regional Airport|32.8378|-105.9931
ALN|St Louis Regional Airport|38.8903|-90.046
ALO|Waterloo Regional Airport|42.5571|-92.4003
ALS|San Luis Valley Regional Airport/Bergman Field|37.4349|-105.867
ALW|Walla Walla Regional Airport|46.0949|-118.288
AMA|Rick Husband Amarillo International Airport|35.2179|-101.7064
ANB|Anniston Regional Airport|33.5882|-85.8581
AND|Anderson Regional Airport|34.4946|-82.7094
AOO|Altoona Blair County Airport|40.2964|-78.32
APA|Centennial Airport|39.5701|-104.849
APF|Naples Municipal Airport|26.1526|-81.7753
APG|Phillips Army Air Field|39.4662|-76.1688
APN|Alpena County Regional Airport|45.0781|-83.5603
ARA|Acadiana Regional Airport|30.0378|-91.8839
ART|Watertown International Airport|43.9919|-76.0217
ASE|Aspen-Pitkin County Airport (Sardy Field)|39.2232|-106.869
AST|Astoria Regional Airport|46.158|-123.879
ATL|Hartsfield Jackson Atlanta International Airport|33.6367|-84.4281
ATW|Appleton International Airport|44.2585|-88.519
ATY|Watertown Regional Airport|44.914|-97.1547
AUG|Augusta State Airport|44.3206|-69.7973
AUS|Austin Bergstrom International Airport|30.1975|-97.662
AUW|Wausau Downtown Airport|44.9262|-89.6266
AVL|Asheville Regional Airport|35.4355|-82.5419
AVP|Wilkes-Barre/Scranton International Airport|41.3371|-75.7242
KAWO|Arlington Municipal Airport|48.1614|-122.1584
AXN|Chandler Field|45.8663|-95.3947
AZO|Kalamazoo/Battle Creek International Airport|42.2321|-85.5496
BAB|Beale Air Force Base|39.1361|-121.437
BAD|Barksdale Air Force Base|32.5018|-93.6627
BAF|Westfield-Barnes Regional Airport|42.1578|-72.7156
CLU|Columbus Municipal Airport|39.2624|-85.8956
KBAZ|New Braunfels National Airport|29.7045|-98.0422
BBD|Curtis Field|31.1789|-99.3247
BKG|Branson Airport|36.5321|-93.2005
BCE|Bryce Canyon Airport|37.7064|-112.145
BCT|Boca Raton Airport|26.3785|-80.1077
BDE|Baudette International Airport|48.7284|-94.6122
BDL|Bradley International Airport|41.9386|-72.688
BDR|Igor I Sikorsky Memorial Airport|41.1635|-73.1262
BED|Laurence G Hanscom Field|42.47|-71.289
BFD|Bradford Regional Airport|41.8031|-78.6401
BFF|Western Neb. Rgnl/William B. Heilig Airport|41.874|-103.596
BFI|King County International Airport - Boeing Field|47.527|-122.3
BFL|Meadows Field|35.4336|-119.057
BFM|Mobile Downtown Airport|30.6268|-88.0681
BGM|Greater Binghamton/Edwin A Link field|42.2087|-75.9798
BGR|Bangor International Airport|44.8064|-68.8267
BHB|Hancock County-Bar Harbor Airport|44.45|-68.3615
BHM|Birmingham-Shuttlesworth International Airport|33.5629|-86.7507
BIF|Biggs Army Air Field (Fort Bliss)|31.8495|-106.38
BIH|Eastern Sierra Regional Airport|37.3731|-118.364
BIL|Billings Logan International Airport|45.8089|-108.5412
BIS|Bismarck Municipal Airport|46.7727|-100.7469
BIX|Keesler Air Force Base|30.4104|-88.9244
BJC|Rocky Mountain Metropolitan Airport|39.9088|-105.117
BJI|Bemidji Regional Airport|47.5094|-94.9337
BKE|Baker City Municipal Airport|44.8373|-117.809
BFK|Buckley Space Force Base|39.7017|-104.752
BKL|Burke Lakefront Airport|41.5175|-81.6833
BKW|Raleigh County Memorial Airport|37.7873|-81.1242
BLF|Mercer County Airport|37.2958|-81.2077
BLH|Blythe Airport|33.6192|-114.717
BLI|Bellingham International Airport|48.7928|-122.538
BLV|Scott AFB/Midamerica Airport|38.5452|-89.8352
BMG|Monroe County Airport|39.146|-86.6167
BMI|Central Illinois Regional Airport at Bloomington-Normal|40.4771|-88.9159
BNA|Nashville International Airport|36.1245|-86.6782
BNO|Burns Municipal Airport|43.5905|-118.9552
BOI|Boise Air Terminal/Gowen Field|43.5644|-116.223
BOS|Boston Logan International Airport|42.362|-71.0079
BPI|Miley Memorial Field|42.5851|-110.111
WMH|Ozark Regional Airport|36.3689|-92.4705
BPT|Jack Brooks Regional Airport|29.9508|-94.0207
BQK|Brunswick Golden Isles Airport|31.2588|-81.4665
BRD|Brainerd Lakes Regional Airport|46.4029|-94.1297
BRL|Southeast Iowa Regional Airport|40.7832|-91.1255
BRO|Brownsville South Padre Island International Airport|25.9072|-97.4252
BTL|Battle Creek Executive Airport at Kellogg Field|42.3073|-85.2515
BTM|Bert Mooney Airport|45.9548|-112.497
BTR|Baton Rouge Metropolitan Airport|30.5332|-91.1496
BTV|Patrick Leahy Burlington International Airport|44.4719|-73.1533
BUF|Buffalo Niagara International Airport|42.9405|-78.7322
BUR|Hollywood Burbank/Bob Hope Airport|34.2028|-118.358
BFP|Beaver County Airport|40.7725|-80.3914
BVY|Beverly Regional Airport|42.5842|-70.9165
BWG|Bowling Green Warren County Regional Airport|36.9645|-86.4197
BWI|Baltimore/Washington International Thurgood Marshall Airport|39.1754|-76.6683
NHZ|Brunswick Executive Airport|43.8922|-69.9386
BYH|Arkansas International Airport|35.9643|-89.944
BYI|Burley Municipal Airport|42.5426|-113.772
BYS|Bicycle Lake Army Air Field|35.2805|-116.63
BZN|Bozeman Yellowstone International Airport|45.7789|-111.1537
CAE|Columbia Metropolitan Airport|33.9382|-81.123
CAK|Akron Canton Regional Airport|40.9161|-81.4422
CAR|Caribou Municipal Airport|46.8715|-68.0179
CBM|Columbus Air Force Base|33.6438|-88.4438
CCR|Buchanan Field|37.9897|-122.057
CCY|Northeast Iowa Regional Airport|43.0726|-92.6108
CDC|Cedar City Regional Airport|37.701|-113.099
CDR|Chadron Municipal Airport|42.8376|-103.095
CDS|Childress Municipal Airport|34.4338|-100.288
CEC|Jack Mc Namara Field Airport|41.7789|-124.2364
CEF|Westover Metropolitan Airport / Westover Air Reserve Base|42.194|-72.5348
CEW|Bob Sikes Airport|30.7788|-86.5221
CEZ|Cortez Municipal Airport|37.303|-108.628
CGF|Cuyahoga County Airport|41.5651|-81.4864
CGI|Cape Girardeau Regional Airport|37.2253|-89.5708
CHA|Chattanooga Metropolitan Airport (Lovell Field)|35.0353|-85.2038
CHO|Charlottesville Albemarle Airport|38.1386|-78.4529
CHS|Charleston International Airport|32.8962|-80.0382
CID|The Eastern Iowa Airport|41.8847|-91.7108
CIU|Chippewa County International Airport|46.242|-84.4621
CKB|North Central West Virginia Airport|39.2966|-80.2281
CLE|Cleveland Hopkins International Airport|41.4117|-81.8498
CLL|Easterwood Field|30.5886|-96.3638
CLM|William R Fairchild International Airport|48.1202|-123.5
CLT|Charlotte Douglas International Airport|35.214|-80.9431
KCMA|Camarillo International Airport|34.2137|-119.094
CMH|John Glenn Columbus International Airport|39.998|-82.8919
CMI|University of Illinois Willard Airport|40.0398|-88.2762
CMX|Houghton County Memorial Airport|47.1684|-88.4891
CNM|Cavern City Air Terminal|32.3375|-104.263
CNU|Chanute Martin Johnson Airport|37.6682|-95.4867
CNY|Canyonlands Regional Airport|38.755|-109.755
COD|Yellowstone Regional Airport|44.5202|-109.024
COE|Coeur D'Alene Airport - Pappy Boyington Field|47.7743|-116.82
COF|Patrick Space Force Base|28.2349|-80.6101
CON|Concord Municipal Airport|43.2027|-71.5023
COS|City of Colorado Springs Municipal Airport|38.8058|-104.701
COU|Columbia Regional Airport|38.8181|-92.2196
CPR|Casper-Natrona County International Airport|42.9074|-106.4616
CRE|Grand Strand Airport|33.8117|-78.7239
CRG|Jacksonville Executive at Craig Airport|30.3363|-81.5144
CRP|Corpus Christi International Airport|27.7704|-97.5012
CLD|McClellan-Palomar Airport|33.1283|-117.28
CRW|Yeager Airport|38.3731|-81.5932
CSG|Columbus Airport|32.5164|-84.9396
CSV|Crossville Memorial Airport Whitson Field|35.9513|-85.085
CTB|Cut Bank International Airport|48.6087|-112.3782
CUB|Jim Hamilton L.B. Owens Airport|33.9705|-80.9952
CVG|Cincinnati Northern Kentucky International Airport|39.0488|-84.6678
CVN|Clovis Municipal Airport|34.4266|-103.0788
CVO|Corvallis Municipal Airport|44.4972|-123.29
CVS|Cannon Air Force Base|34.3828|-103.322
CWA|Central Wisconsin Airport|44.7774|-89.6702
CXO|Conroe-North Houston Regional Airport|30.3518|-95.4145
CSN|Carson Airport|39.1943|-119.7343
CYS|Cheyenne Regional Jerry Olson Field|41.1557|-104.812
DAA|Davison Army Air Field|38.715|-77.181
DAB|Daytona Beach International Airport|29.1826|-81.0595
DAG|Barstow Daggett Airport|34.8537|-116.787
DAL|Dallas Love Field|32.8448|-96.8477
DAN|Danville Regional Airport|36.5729|-79.3361
DAY|James M. Cox Dayton International Airport|39.9024|-84.2194
DBQ|Dubuque Regional Airport|42.402|-90.7095
DCA|Ronald Reagan Washington National Airport|38.8521|-77.0377
DDC|Dodge City Regional Airport|37.7634|-99.9656
DEC|Decatur Airport|39.8346|-88.8657
DEN|Denver International Airport|39.86|-104.6738
DET|Coleman A. Young Municipal Airport|42.4092|-83.0099
DFW|Dallas Fort Worth International Airport|32.8968|-97.038
DHN|Dothan Regional Airport|31.3213|-85.4496
DHT|Dalhart Municipal Airport|36.0226|-102.547
DIK|Dickinson Theodore Roosevelt Regional Airport|46.7975|-102.8019
DLF|Laughlin Air Force Base|29.3595|-100.778
DLH|Duluth International Airport|46.8419|-92.1987
DLS|Columbia Gorge Regional Airport|45.621|-121.1708
DMA|Davis Monthan Air Force Base|32.1665|-110.883
DMN|Deming Municipal Airport|32.2623|-107.721
DNL|Daniel Field|33.4665|-82.0394
DOV|Dover Civil Air Terminal/Dover Air Force Base|39.1295|-75.466
DPA|Dupage Airport|41.9078|-88.2486
DRA|Desert Rock Airport|36.6194|-116.033
DRI|Beauregard Regional Airport|30.8317|-93.3399
DRO|Durango La Plata County Airport|37.1515|-107.754
DRT|Del Rio International Airport|29.3742|-100.927
DSM|Des Moines International Airport|41.534|-93.6567
DSI|Destin Executive Airport|30.4001|-86.4715
DTW|Detroit Metropolitan Wayne County Airport|42.2138|-83.3538
DUA|Durant Regional Airport - Eaker Field|33.9397|-96.3951
DUG|Bisbee Douglas International Airport|31.4641|-109.6046
DUJ|DuBois Regional Airport|41.1783|-78.8987
DVL|Devils Lake Regional Airport|48.1155|-98.9088
DXR|Danbury Municipal Airport|41.3717|-73.4822
DYS|Dyess Air Force Base|32.4208|-99.8546
EAR|Kearney Regional Airport|40.727|-99.0068
EAT|Pangborn Memorial Airport|47.3989|-120.207
EAU|Chippewa Valley Regional Airport|44.8658|-91.4843
ECG|Elizabeth City Regional Airport & Coast Guard Air Station|36.2606|-76.1746
ECP|Northwest Florida Beaches International Airport|30.3571|-85.7954
KEDC|Austin Executive Airport|30.398|-97.5669
EDW|Edwards Air Force Base|34.9108|-117.8864
EED|Needles Airport|34.7663|-114.623
EEN|Dillant Hopkins Airport|42.8984|-72.2708
KEET|Shelby County Airport|33.177|-86.7828
EFD|Ellington Airport|29.6073|-95.1588
EGE|Eagle County Regional Airport|39.6426|-106.918
EGI|Duke Field|30.6504|-86.5229
EKA|Murray Field|40.8034|-124.113
EKN|Elkins-Randolph County Regional Airport|38.8898|-79.8577
EKO|Elko Regional Airport|40.8249|-115.792
ELD|South Arkansas Regional Airport at Goodwin Field|33.221|-92.8133
ELM|Elmira Corning Regional Airport|42.1599|-76.8916
LYU|Ely Municipal Airport|47.8245|-91.8307
ELP|El Paso International Airport|31.8099|-106.3756
ELY|Ely Airport Yelland Field|39.2997|-114.842
END|Vance Air Force Base|36.3392|-97.9165
ENV|Wendover Airport|40.7187|-114.031
ENW|Kenosha Regional Airport|42.5957|-87.9278
ERI|Erie International Tom Ridge Field|42.0831|-80.1739
ESC|Delta County Airport|45.7232|-87.0886
ESF|Esler Army Airfield / Esler Regional Airport|31.3943|-92.2941
EUG|Eugene Airport|44.1246|-123.212
EVV|Evansville Regional Airport|38.037|-87.5324
EVW|Evanston-Uinta County Airport-Burns Field|41.2748|-111.035
EWB|New Bedford Regional Airport|41.6761|-70.9569
EWN|Coastal Carolina Regional Airport|35.073|-77.0429
EWR|Newark Liberty International Airport|40.6894|-74.1705
EYW|Key West International Airport|24.5561|-81.7596
FAF|Felker Army Air Field|37.1325|-76.6088
FAR|Hector International Airport|46.9207|-96.8158
FAT|Fresno Yosemite International Airport|36.7758|-119.718
FAY|Fayetteville Regional Airport - Grannis Field|34.9912|-78.8803
FBG|Simmons Army Air Field|35.1318|-78.9367
FCS|Butts AAF (Fort Carson) Air Field|38.6784|-104.757
FDY|Findlay Airport|41.0135|-83.6687
FFO|Wright-Patterson Air Force Base|39.8261|-84.0483
FRD|Friday Harbor Airport|48.5237|-123.0246
FHU|Sierra Vista Municipal Airport / Libby Army Air Field|31.5874|-110.3482
FKL|Venango Regional Airport|41.3779|-79.8604
FLG|Flagstaff Pulliam Airport|35.1398|-111.6698
FLL|Fort Lauderdale Hollywood International Airport|26.0726|-80.1527
FLO|Florence Regional Airport|34.1854|-79.7239
FME|Fort Meade Executive Airport|39.0854|-76.7594
FMN|Four Corners Regional Airport|36.7412|-108.23
FMY|Page Field|26.5866|-81.8633
FNL|Northern Colorado Regional Airport|40.4497|-105.0113
FNT|Bishop International Airport|42.9693|-83.7434
FOD|Fort Dodge Regional Airport|42.5526|-94.1912
FOE|Topeka Regional Airport|38.9509|-95.6636
FPR|Treasure Coast International Airport|27.4951|-80.3683
FRG|Republic Airport|40.7286|-73.4143
FRI|Marshall Army Air Field|39.053|-96.7642
FSD|Sioux Falls Regional Airport|43.5855|-96.7412
FSI|Henry Post Army Air Field|34.6498|-98.4022
FSM|Fort Smith Regional Airport|35.3366|-94.3674
FST|Fort Stockton Pecos County Airport|30.9157|-102.916
FTK|Godman Army Air Field|37.9071|-85.9721
FTW|Fort Worth Meacham International Airport|32.8199|-97.3608
FTY|Fulton County Airport Brown Field|33.7791|-84.5214
FWA|Fort Wayne International Airport|40.9789|-85.1945
FXE|Fort Lauderdale Executive Airport|26.1973|-80.1707
FYV|Drake Field|36.0051|-94.1701
KG-0001|Jalal-Abad Airport|40.9444|72.9778
GCC|Northeast Wyoming Regional Airport|44.3489|-105.539
GCK|Garden City Regional Airport|37.9275|-100.724
GCN|Grand Canyon National Park Airport|35.9524|-112.147
GDV|Dawson Community Airport|47.1377|-104.8069
GEG|Spokane International Airport|47.6199|-117.534
GFK|Grand Forks International Airport|47.9493|-97.1761
GFL|Floyd Bennett Memorial Airport|43.3412|-73.6103
GGG|East Texas Regional Airport|32.384|-94.7115
GGW|Glasgow Valley County Airport Wokal Field|48.2125|-106.615
GJT|Grand Junction Regional Airport|39.1267|-108.5294
GLD|Goodland Municipal Airport|39.3707|-101.6998
GLH|Mid Delta Regional Airport|33.4829|-90.9856
GLS|Scholes International At Galveston Airport|29.2653|-94.8604
GMU|Greenville Downtown Airport|34.8479|-82.3502
GNV|Gainesville Regional Airport|29.6901|-82.2718
GON|Groton New London Airport|41.3301|-72.0451
FCA|Glacier Park International Airport|48.3105|-114.256
GPT|Gulfport Biloxi International Airport|30.4056|-89.0698
GRB|Austin Straubel International Airport|44.4835|-88.1308
GRF|Gray Army Air Field|47.0792|-122.581
GRI|Central Nebraska Regional Airport|40.9675|-98.3096
GRK|Killeen Regional Airport / Robert Gray Army Airfield|31.0672|-97.8289
GRR|Gerald R. Ford International Airport|42.8808|-85.5228
GSB|Seymour Johnson Air Force Base|35.3394|-77.9606
GSO|Piedmont Triad International Airport|36.0994|-79.9373
GSP|Greenville-Spartanburg International Airport|34.8957|-82.2189
KGTB|Wheeler Sack Army Air Field|44.0556|-75.7195
GTF|Great Falls International Airport|47.482|-111.371
GTR|Golden Triangle Regional Airport|33.4503|-88.5914
GUC|Gunnison Crested Butte Regional Airport|38.5347|-106.9346
GUP|Gallup Municipal Airport|35.5117|-108.7882
GUS|Grissom Air Reserve Base|40.6481|-86.1521
GUY|Guymon Municipal Airport|36.6851|-101.508
GWO|Greenwood–Leflore Airport|33.495|-90.0882
PNX|North Texas Regional Airport Perrin Field|33.7141|-96.6737
GYY|Gary/Chicago International Airport|41.6171|-87.4132
DSY|Dara Sakor International Airport|10.9142|103.2267
KTI|Techo International Airport|11.36|104.9213
HBG|Hattiesburg Bobby L Chain Municipal Airport|31.2648|-89.2528
HBR|Hobart Regional Airport|34.9913|-99.0513
HDN|Yampa Valley Airport|40.4812|-107.218
MNZ|Washington Manassas Harry P. Davis Field|38.723|-77.5154
HFD|Hartford Brainard Airport|41.7367|-72.6494
HGR|Hagerstown Regional Richard A Henson Field|39.7088|-77.728
HHR|Jack Northrop Field Hawthorne Municipal Airport|33.9228|-118.335
HIB|Range Regional Airport|47.3848|-92.8369
HIF|Hill Air Force Base|41.124|-111.9731
HII|Lake Havasu City Airport|34.5705|-114.3577
HIO|Portland Hillsboro Airport|45.5404|-122.95
HKY|Hickory Regional Airport|35.7411|-81.3895
HLG|Wheeling Ohio County Airport|40.175|-80.6463
HLN|Helena Regional Airport|46.6068|-111.983
HMN|Holloman Air Force Base|32.8525|-106.107
HOB|Lea County Regional Airport|32.6875|-103.217
HON|Huron Regional Airport|44.3852|-98.2285
HOP|Campbell Army Airfield (Fort Campbell)|36.6742|-87.4897
HOT|Memorial Field Airport|34.4788|-93.0963
HOU|William P. Hobby Airport|29.6453|-95.2768
HPN|Westchester County Airport|41.067|-73.7076
HQM|Bowerman Airport|46.9712|-123.937
HRL|Valley International Airport|26.2285|-97.6544
HRO|Boone County Airport|36.2615|-93.1547
KHRT|Hurlburt Field|30.4278|-86.6893
HST|Homestead Air Reserve Base|25.4886|-80.3836
